State_UT,Fiscal Year,Scheme,Scheme Description,Estimate,Value,Unit
Bihar,2019-20,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Actuals,1051.0,In Rs. Crores
Bihar,2020-21,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,3100.0,In Rs. Crores
Bihar,2020-21,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,3100.0,In Rs. Crores
Bihar,2020-21,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Actuals,2509.8,In Rs. Crores
Bihar,2021-22,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,2605.0,In Rs. Crores
Bihar,2021-22,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,3155.0,In Rs. Crores
Bihar,2022-23,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,2130.0,In Rs. Crores
Bihar,2015-16,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,399.5,In Rs. Crores
Bihar,2015-16,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,561.7,In Rs. Crores
Bihar,2015-16,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Actuals,425.4,In Rs. Crores
Bihar,2016-17,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,200.0,In Rs. Crores
Bihar,2016-17,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,415.0,In Rs. Crores
Bihar,2016-17,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Actuals,279.8,In Rs. Crores
Bihar,2017-18,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,150.0,In Rs. Crores
Bihar,2017-18,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,333.7,In Rs. Crores
Bihar,2017-18,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Actuals,270.1,In Rs. Crores
Bihar,2018-19,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,306.0,In Rs. Crores
Bihar,2018-19,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,315.0,In Rs. Crores
Bihar,2018-19,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Actuals,230.2,In Rs. Crores
Bihar,2019-20,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,315.8,In Rs. Crores
Bihar,2019-20,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,315.8,In Rs. Crores
Bihar,2019-20,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Actuals,239.7,In Rs. Crores
Bihar,2020-21,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,230.0,In Rs. Crores
Bihar,2020-21,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,230.0,In Rs. Crores
Bihar,2020-21,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Actuals,93.7,In Rs. Crores
Bihar,2021-22,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,250.0,In Rs. Crores
Bihar,2021-22,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Revised Estimates,726.6,In Rs. Crores
Bihar,2022-23,Mukhyamantri Ballika Poshak Yojana,Mukhyamantri Ballika Poshak Yojana is a Direct Beneficiaries Transfer Scheme run by the state of Bihar under Department of Education. Under this scheme girls studying in classes 9 to 12 in Government schools recieve Rs. 1500/- in their bank accounts.,Budget Estimates,300.0,In Rs. Crores
Bihar,2015-16,Mukhyamantri Ballika Cycle Yojana,The Mukhyamantri Ballika Cycle Yojana was launched by the Chief Minister of Bihar in 2006. Under the scheme female students studying in Class IX of Government schools recieve Rs. 2500/- in their bank accounts for the purchase of bicycles.,Budget Estimates,240.0,In Rs. Crores
